,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
576,0,2008-11-26 02:09:27,2009-01-16 00:00:00,,0,150,"<p>Unreleased mp3s from Clyde Rourke of The Loto Ball Show, Rok/Paper/Disco, and beatsynthetic.</p>",395,,[],unreleased Clyde Rourke mp3s,4,Single Tracks,,,,,0,2008-11-26 02:07:04,0,107,41.8781136,"Chicago, IL",-87.6297982,,Clyde Rourke,"The Loto Ball Show, Rok/Paper/Disco",['clyde rourke'],,,training,large,160000,0,"Clyde ""The Jackal"" Rourke",2008-11-26 02:05:46,,265,1,Rock,[12],[12],,715,en,Attribution-Noncommercial-Share Alike 3.0 United States,200,,0,,[],Shot At the Post Office
577,0,2008-11-26 02:09:27,2009-01-16 00:00:00,,0,150,"<p>Unreleased mp3s from Clyde Rourke of The Loto Ball Show, Rok/Paper/Disco, and beatsynthetic.</p>",395,,[],unreleased Clyde Rourke mp3s,4,Single Tracks,,,,,0,2008-11-26 02:07:04,0,107,41.8781136,"Chicago, IL",-87.6297982,,Clyde Rourke,"The Loto Ball Show, Rok/Paper/Disco",['clyde rourke'],,,training,large,320000,0,,2008-11-26 02:05:48,,130,1,Rock,[12],[12],,251,en,Attribution-Noncommercial-Share Alike 3.0 United States,55,,0,,[],It Got in The Way
578,0,2008-11-26 02:09:27,2009-01-16 00:00:00,,0,150,"<p>Unreleased mp3s from Clyde Rourke of The Loto Ball Show, Rok/Paper/Disco, and beatsynthetic.</p>",395,,[],unreleased Clyde Rourke mp3s,4,Single Tracks,,,,,0,2008-11-26 02:07:04,0,107,41.8781136,"Chicago, IL",-87.6297982,,Clyde Rourke,"The Loto Ball Show, Rok/Paper/Disco",['clyde rourke'],,,training,large,320000,0,,2008-11-26 02:05:51,,241,0,Rock,[12],[12],,314,en,Attribution-Noncommercial-Share Alike 3.0 United States,43,,0,,[],tan man
579,0,2008-11-26 02:09:40,2008-01-01 00:00:00,,0,151,<p>2 tracks off of the self-titled full-length debut from Chicago's loudest band.</p>,807,,[],CoCoComa,0,Album,,,"Goner, Shit Sandwich, Covert POP!","<p>Three-piece garage punk with Bill Roe on drums/vox, Lisa Roe on guitar, and Mike Fitzpatrick on bass/farfisa organ. Fitzpatrick used to play in The White+Outs. He leads another great local punk band, <a href=""http://www.myspace.com/headachecity"">Headache City</a>, which now sports Lisa on drums. Adding another dimension to the Headache City connection, former HC keyboardist Norah Uhtley released CoCoComa's debut 7'' on her great all-vinyl label, <a href=""http://www.shitsandwichrecords.com/"">Shit Sandwich</a> (M.O.T.O., Final Solutions, The Marked Men) back in 2006. CoCoComa followed up with a&nbsp; 10-nugget full-length released by <a href=""http://goner-records.com/"">Goner Records</a> last year. Bill says CoCoComa have a new batch of songs ready to record this winter. (-via Jason Sigal at <a href=""http://blog.wfmu.org/freeform/2008/07/chicagoland-fre.html"" target=""_blank""><em>WFMU's Beware of the Blog</em></a>)</p>
<p><a href=""http://flickr.com/photos/snebtorlife/1415055852/"" target=""_blank"">photo</a> by Flickr user <a href=""http://flickr.com/photos/snebtorlife/"" target=""_blank"">snebtor</a></p>",0,2008-11-26 02:07:16,2,108,41.8781136,"Chicago, IL",-87.6297982,"Bill Roe on drums/vox
Lisa Roe on guitar
Mike Fitzpatrick on bass/farfisa organ",CoCoComa,"The White+Outs, Headache City",['cococoma'],,,training,large,256000,0,,2008-11-26 02:05:54,2007-12-11 00:00:00,143,2,Rock,[25],"[25, 12]",,525,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,460,,5,,[],(Tryin' To) Read My Mind
580,0,2008-11-26 02:09:40,2008-01-01 00:00:00,,0,151,<p>2 tracks off of the self-titled full-length debut from Chicago's loudest band.</p>,807,,[],CoCoComa,0,Album,,,"Goner, Shit Sandwich, Covert POP!","<p>Three-piece garage punk with Bill Roe on drums/vox, Lisa Roe on guitar, and Mike Fitzpatrick on bass/farfisa organ. Fitzpatrick used to play in The White+Outs. He leads another great local punk band, <a href=""http://www.myspace.com/headachecity"">Headache City</a>, which now sports Lisa on drums. Adding another dimension to the Headache City connection, former HC keyboardist Norah Uhtley released CoCoComa's debut 7'' on her great all-vinyl label, <a href=""http://www.shitsandwichrecords.com/"">Shit Sandwich</a> (M.O.T.O., Final Solutions, The Marked Men) back in 2006. CoCoComa followed up with a&nbsp; 10-nugget full-length released by <a href=""http://goner-records.com/"">Goner Records</a> last year. Bill says CoCoComa have a new batch of songs ready to record this winter. (-via Jason Sigal at <a href=""http://blog.wfmu.org/freeform/2008/07/chicagoland-fre.html"" target=""_blank""><em>WFMU's Beware of the Blog</em></a>)</p>
<p><a href=""http://flickr.com/photos/snebtorlife/1415055852/"" target=""_blank"">photo</a> by Flickr user <a href=""http://flickr.com/photos/snebtorlife/"" target=""_blank"">snebtor</a></p>",0,2008-11-26 02:07:16,2,108,41.8781136,"Chicago, IL",-87.6297982,"Bill Roe on drums/vox
Lisa Roe on guitar
Mike Fitzpatrick on bass/farfisa organ",CoCoComa,"The White+Outs, Headache City",['cococoma'],,,training,large,256000,1,,2008-11-26 02:05:56,2007-12-11 00:00:00,183,0,Rock,[25],"[25, 12]",,405,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,349,,6,,[],Premonition
583,0,2008-11-26 02:09:49,2009-01-08 00:00:00,,0,154,"<p>In 2003, WFMU DJ Billy Jam produced a non-profit compilation to benefit several Pro-PEACE organizations in opposition to the Iraq war. And now that this war is officially over (<a id=""erzn"" title=""source"" href=""http://www.nytimes-se.com/"">source</a>), we'd like to share a few tracks with you.</p>
<p><em>WAR (If It Feels Good, Do It) </em>released on <a id=""u4hs"" title=""Hip Hop Slam"" href=""http://www.hiphopslam.com/"">Hip Hop Slam</a> in 2003. The comp also features Steinski, Fakts One, and Azeem. And check out the archive of their 2007 performance live on <a id=""ixri"" title=""KFJC"" href=""http://www.hiphopslam.com/war/kfjc.html"">KFJC</a>.</p>",1941,,[],"WAR (If It Feels Good, Do It!)",4,Album,2003-01-01 00:00:00,,Hip Hop Slam,"<p><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"">A hip hop axis comprised of DJs and producers from  				the Bay Area, New York, Japan, Ireland and Baltimore. Their mission:  				to hijack the air waves and Internet stream in an attempt broadcast  				their message of mental revolution to the world. (Rob Fatal, KSSU)<br /></span></p>",0,2008-11-26 02:07:25,1,111,37.7749295,"San Francisco, CA",-122.4194155,"DJ Pone, Shing02, DJ ALF, DJ DnZ, Billy Jam, Dawgisht, Timi D, Froggy",DJ's of Mass Destruction,,['djs of mass destruction'],http://www.hiphopslam.com/war/,,validation,medium,256000,0,,2008-11-26 02:06:04,2003-01-01 00:00:00,134,0,Hip-Hop,[21],[21],,1223,en,Attribution-NonCommercial-ShareAlike 3.0 International,536,,2,,[],"WAR (If It Feels Good, Do It!)"
584,0,2008-11-26 02:09:49,2009-01-08 00:00:00,,0,154,"<p>In 2003, WFMU DJ Billy Jam produced a non-profit compilation to benefit several Pro-PEACE organizations in opposition to the Iraq war. And now that this war is officially over (<a id=""erzn"" title=""source"" href=""http://www.nytimes-se.com/"">source</a>), we'd like to share a few tracks with you.</p>
<p><em>WAR (If It Feels Good, Do It) </em>released on <a id=""u4hs"" title=""Hip Hop Slam"" href=""http://www.hiphopslam.com/"">Hip Hop Slam</a> in 2003. The comp also features Steinski, Fakts One, and Azeem. And check out the archive of their 2007 performance live on <a id=""ixri"" title=""KFJC"" href=""http://www.hiphopslam.com/war/kfjc.html"">KFJC</a>.</p>",1941,,[],"WAR (If It Feels Good, Do It!)",4,Album,2003-01-01 00:00:00,,Hip Hop Slam,"<p><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"">A hip hop axis comprised of DJs and producers from  				the Bay Area, New York, Japan, Ireland and Baltimore. Their mission:  				to hijack the air waves and Internet stream in an attempt broadcast  				their message of mental revolution to the world. (Rob Fatal, KSSU)<br /></span></p>",0,2008-11-26 02:07:25,1,111,37.7749295,"San Francisco, CA",-122.4194155,"DJ Pone, Shing02, DJ ALF, DJ DnZ, Billy Jam, Dawgisht, Timi D, Froggy",DJ's of Mass Destruction,,['djs of mass destruction'],http://www.hiphopslam.com/war/,,validation,medium,256000,0,,2008-11-26 02:06:07,2003-01-01 00:00:00,228,2,Hip-Hop,[21],[21],,1091,en,Attribution-NonCommercial-ShareAlike 3.0 International,858,,10,,[],Liberate The Children (Live)
585,0,2008-11-26 02:09:49,2009-01-08 00:00:00,,0,154,"<p>In 2003, WFMU DJ Billy Jam produced a non-profit compilation to benefit several Pro-PEACE organizations in opposition to the Iraq war. And now that this war is officially over (<a id=""erzn"" title=""source"" href=""http://www.nytimes-se.com/"">source</a>), we'd like to share a few tracks with you.</p>
<p><em>WAR (If It Feels Good, Do It) </em>released on <a id=""u4hs"" title=""Hip Hop Slam"" href=""http://www.hiphopslam.com/"">Hip Hop Slam</a> in 2003. The comp also features Steinski, Fakts One, and Azeem. And check out the archive of their 2007 performance live on <a id=""ixri"" title=""KFJC"" href=""http://www.hiphopslam.com/war/kfjc.html"">KFJC</a>.</p>",1941,,[],"WAR (If It Feels Good, Do It!)",4,Album,2003-01-01 00:00:00,,Hip Hop Slam,"<p><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"">A hip hop axis comprised of DJs and producers from  				the Bay Area, New York, Japan, Ireland and Baltimore. Their mission:  				to hijack the air waves and Internet stream in an attempt broadcast  				their message of mental revolution to the world. (Rob Fatal, KSSU)<br /></span></p>",0,2008-11-26 02:07:25,1,111,37.7749295,"San Francisco, CA",-122.4194155,"DJ Pone, Shing02, DJ ALF, DJ DnZ, Billy Jam, Dawgisht, Timi D, Froggy",DJ's of Mass Destruction,,['djs of mass destruction'],http://www.hiphopslam.com/war/,,validation,medium,256000,0,,2008-11-26 02:06:09,2003-01-01 00:00:00,122,2,Hip-Hop,[21],[21],,895,en,Attribution-NonCommercial-ShareAlike 3.0 International,330,,14,,[],Weapons? What Weapons of Mass Destruction? (Live)
586,0,2008-11-26 02:09:49,2009-01-08 00:00:00,,0,154,"<p>In 2003, WFMU DJ Billy Jam produced a non-profit compilation to benefit several Pro-PEACE organizations in opposition to the Iraq war. And now that this war is officially over (<a id=""erzn"" title=""source"" href=""http://www.nytimes-se.com/"">source</a>), we'd like to share a few tracks with you.</p>
<p><em>WAR (If It Feels Good, Do It) </em>released on <a id=""u4hs"" title=""Hip Hop Slam"" href=""http://www.hiphopslam.com/"">Hip Hop Slam</a> in 2003. The comp also features Steinski, Fakts One, and Azeem. And check out the archive of their 2007 performance live on <a id=""ixri"" title=""KFJC"" href=""http://www.hiphopslam.com/war/kfjc.html"">KFJC</a>.</p>",1941,,[],"WAR (If It Feels Good, Do It!)",4,Album,2003-01-01 00:00:00,,Hip Hop Slam,"<p><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"">A hip hop axis comprised of DJs and producers from  				the Bay Area, New York, Japan, Ireland and Baltimore. Their mission:  				to hijack the air waves and Internet stream in an attempt broadcast  				their message of mental revolution to the world. (Rob Fatal, KSSU)<br /></span></p>",0,2008-11-26 02:07:25,1,111,37.7749295,"San Francisco, CA",-122.4194155,"DJ Pone, Shing02, DJ ALF, DJ DnZ, Billy Jam, Dawgisht, Timi D, Froggy",DJ's of Mass Destruction,,['djs of mass destruction'],http://www.hiphopslam.com/war/,,validation,large,256000,0,,2008-11-26 02:06:10,2003-01-01 00:00:00,121,0,Hip-Hop,[21],[21],,679,en,Attribution-NonCommercial-ShareAlike 3.0 International,227,,23,,[],War Is What They Got (Epilogue)
587,0,2008-11-26 02:09:56,2009-01-08 00:00:00,,0,155,<p>The band's debut release on the UK label Upset! the Rhythm.</p>,383,Weasel Walter,[],"Puppy, Kitty or Both",2,Album,2004-01-01 00:00:00,,Upset! the Rhythm,"<p>Death Sentence: Panda! have a playful and unique sound. Their music draws heavily on traditional Chinese and Korean folk music, ragtime, New Orleans-style marching bands and hardcore punk. Cropped and impulsive pop songs bubble over with exuberance, forever underpinned by the group's unusual instrumentation of pitch-shifted clarinet, flute, xylophone and drums. Add to this mix Kim West's impassioned and oft-spooked vocal and Death Sentence: Panda! come into their own. (Upset the Rhythm)</p>",0,2008-11-26 02:07:33,7,112,37.7749295,"San Francisco, CA",-122.4194155,"Kim West, Paul Costuros, Chris Dixon",Death Sentence: Panda!,,"['san francisco', 'death sentence panda']",http://www.myspace.com/deathdentencepanda,,training,large,192000,0,,2008-11-26 02:06:12,2005-05-02 00:00:00,99,1,Experimental,[1],"[1, 38]",,274,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,218,,1,,[],A+ Cannibal
588,1,2008-11-26 02:09:58,2009-01-08 00:00:00,,0,156,<p>Third release from the SF-based skronk rawkers.</p>,529,Philip Manley,[],Insects Awaken,1,Album,2004-01-01 00:00:00,,Upset! the Rhythm,"<p>Death Sentence: Panda! have a playful and unique sound. Their music draws heavily on traditional Chinese and Korean folk music, ragtime, New Orleans-style marching bands and hardcore punk. Cropped and impulsive pop songs bubble over with exuberance, forever underpinned by the group's unusual instrumentation of pitch-shifted clarinet, flute, xylophone and drums. Add to this mix Kim West's impassioned and oft-spooked vocal and Death Sentence: Panda! come into their own. (Upset the Rhythm)</p>",0,2008-11-26 02:07:33,7,112,37.7749295,"San Francisco, CA",-122.4194155,"Kim West, Paul Costuros, Chris Dixon",Death Sentence: Panda!,,"['san francisco', 'death sentence panda']",http://www.myspace.com/deathdentencepanda,,training,large,128000,0,,2008-11-26 02:06:14,2008-09-29 00:00:00,72,3,Experimental,[1],"[1, 38]",,604,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,530,,3,,[],Exit Villager
589,0,2008-11-26 02:09:56,2009-01-08 00:00:00,,0,155,<p>The band's debut release on the UK label Upset! the Rhythm.</p>,383,Weasel Walter,[],"Puppy, Kitty or Both",2,Album,2004-01-01 00:00:00,,Upset! the Rhythm,"<p>Death Sentence: Panda! have a playful and unique sound. Their music draws heavily on traditional Chinese and Korean folk music, ragtime, New Orleans-style marching bands and hardcore punk. Cropped and impulsive pop songs bubble over with exuberance, forever underpinned by the group's unusual instrumentation of pitch-shifted clarinet, flute, xylophone and drums. Add to this mix Kim West's impassioned and oft-spooked vocal and Death Sentence: Panda! come into their own. (Upset the Rhythm)</p>",0,2008-11-26 02:07:33,7,112,37.7749295,"San Francisco, CA",-122.4194155,"Kim West, Paul Costuros, Chris Dixon",Death Sentence: Panda!,,"['san francisco', 'death sentence panda']",http://www.myspace.com/deathdentencepanda,,training,large,192000,0,,2008-11-26 02:06:15,2005-05-02 00:00:00,49,2,Experimental,[1],"[1, 38]",,227,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,166,,7,,[],A Time To Bear Arms
590,2,2008-11-26 02:10:00,2009-01-08 00:00:00,,3,157,"<p>Another Bliss Blood collab, this time featuring 1920s-40s style Delta Blues with Marty Bartolomeo on   piano and Mark Deffenbaugh on steel guitar.</p>",11035,,[],Finally Here,4,Album,,,,"<p>Blues band formed by Bliss Blood (of the Moonlighters, Pain Teens) to resurrect forgotten blues music from the early 20th century. Delta and Classic vocal blues with guitar, banjo, piano, harmonica, steel guitar, and vocals. (myspace)</p>",0,2008-11-26 02:07:36,5,113,40.65,"Brooklyn, NY",-73.95,"Bliss Blood: vocals, tenor guitar
Marty Bartolomeo: piano
Mark Deffenbaugh: steel guitar",Delta Dreambox,,['delta dreambox'],blissblood.com,,training,medium,160000,0,,2008-11-26 02:06:16,2006-01-01 00:00:00,131,8,Jazz,[37],"[4, 37]",,4397,en,Attribution-NonCommercial-ShareAlike 3.0 International,2914,,1,,[],Stuck
591,2,2008-11-26 02:10:00,2009-01-08 00:00:00,,3,157,"<p>Another Bliss Blood collab, this time featuring 1920s-40s style Delta Blues with Marty Bartolomeo on   piano and Mark Deffenbaugh on steel guitar.</p>",11035,,[],Finally Here,4,Album,,,,"<p>Blues band formed by Bliss Blood (of the Moonlighters, Pain Teens) to resurrect forgotten blues music from the early 20th century. Delta and Classic vocal blues with guitar, banjo, piano, harmonica, steel guitar, and vocals. (myspace)</p>",0,2008-11-26 02:07:36,5,113,40.65,"Brooklyn, NY",-73.95,"Bliss Blood: vocals, tenor guitar
Marty Bartolomeo: piano
Mark Deffenbaugh: steel guitar",Delta Dreambox,,['delta dreambox'],blissblood.com,,training,medium,160000,0,,2008-11-26 02:06:18,2006-01-01 00:00:00,228,7,Jazz,[37],"[4, 37]",,3731,en,Attribution-NonCommercial-ShareAlike 3.0 International,2624,,2,,[],Without A Sound
592,2,2008-11-26 02:10:00,2009-01-08 00:00:00,,3,157,"<p>Another Bliss Blood collab, this time featuring 1920s-40s style Delta Blues with Marty Bartolomeo on   piano and Mark Deffenbaugh on steel guitar.</p>",11035,,[],Finally Here,4,Album,,,,"<p>Blues band formed by Bliss Blood (of the Moonlighters, Pain Teens) to resurrect forgotten blues music from the early 20th century. Delta and Classic vocal blues with guitar, banjo, piano, harmonica, steel guitar, and vocals. (myspace)</p>",0,2008-11-26 02:07:36,5,113,40.65,"Brooklyn, NY",-73.95,"Bliss Blood: vocals, tenor guitar
Marty Bartolomeo: piano
Mark Deffenbaugh: steel guitar",Delta Dreambox,,['delta dreambox'],blissblood.com,,training,medium,160000,0,,2008-11-26 02:06:20,2006-01-01 00:00:00,206,10,Jazz,[37],"[4, 37]",,3963,en,Attribution-NonCommercial-ShareAlike 3.0 International,2465,,3,,[],Song X
593,2,2008-11-26 02:10:00,2009-01-08 00:00:00,,3,157,"<p>Another Bliss Blood collab, this time featuring 1920s-40s style Delta Blues with Marty Bartolomeo on   piano and Mark Deffenbaugh on steel guitar.</p>",11035,,[],Finally Here,4,Album,,,,"<p>Blues band formed by Bliss Blood (of the Moonlighters, Pain Teens) to resurrect forgotten blues music from the early 20th century. Delta and Classic vocal blues with guitar, banjo, piano, harmonica, steel guitar, and vocals. (myspace)</p>",0,2008-11-26 02:07:36,5,113,40.65,"Brooklyn, NY",-73.95,"Bliss Blood: vocals, tenor guitar
Marty Bartolomeo: piano
Mark Deffenbaugh: steel guitar",Delta Dreambox,,['delta dreambox'],blissblood.com,,training,medium,160000,0,,2008-11-26 02:06:21,2006-01-01 00:00:00,189,10,Jazz,[37],"[4, 37]",,4806,en,Attribution-NonCommercial-ShareAlike 3.0 International,3092,,4,,[],Finally Here
601,0,2009-01-07 09:05:50,2005-03-05 00:00:00,,0,1695,"<p><span style=""font-family: Arial; font-size: x-small;""><span style=""font-size: x-small;"">Third VHF release by trio ""From Quagmire.""&nbsp; A mix of collage and roughly-styled human performance full of dramatic contrast. Most tracks house Dorothy Geller's (a.k.a. Dora Bleu) voice and pointillistic nylon string guitar in a thick embrace of droning sound. Much of the CD was recorded in the UK, where guests Helena Espvall-Santoleri (Cello), Sharon Krauss (Whistle and Clarinet) and Simon Wickham-Smith (Electronics) added their substantial input to the record.<br /></span></span></p>",76,,[],Habitats In the Wound,1,Album,,,"Museum Fire, VHf","<p>I am a woman and I am a musician, and I am something distinctly separate, that is neither of those, but something combinatory of those two and many other aspects. I am not a &lsquo;womyn born womyn&rsquo; except in the imaginings brought by a set of purely social acts that are sometimes amidst the multiple nows becoming a body.<br /> Nor am I a musician who sings for the &lsquo;soul&rsquo; or some unspeakable emotion. I noise, in my quiet way, to speak the twisted and skewed, fully utterable at the moment we dare to say what has been feared or forbidden.<br /> As this neither woman nor musician, or both at once, I find my better self against fixity and commodity, loathing the marketing of the intimacy of personal space, a demand for the performer&rsquo;s sexuality or personality, the gaze that coats living, changing, morphing tissue and fluid with the suffocating synthetics of expectation, projection, and other desires that form the violent refuse disowned by the normal world. (Trauma is not for oggling.) <br /><br /> I cannot just yet call music &ldquo;work.&rdquo; For &ldquo;work&rdquo; in the corporate US is only ever mechanical reproduction. Only productivity is rewarded: (how many &ldquo;records have you sold?&rdquo;) When I view music as work, in this everywhere definition, it loses its intimacy, and becomes something empty and exhausting.<br /> Nor can I easily call music &ldquo;property.&rdquo; For property involves nervously guarding, and desiring isolation. I have never dreamed of a cash cow or a Mercedes. I do not wish to join the propertied class, so that someday I turn and look upon a bandmate as a &ldquo;marketable&rdquo; bringer of &lsquo;cool&rsquo; or &lsquo;cred.&rsquo; <br /><br /> Yet it is not adequate for music to be free of charge, or to self-sacrifice in the process.  <br /><br /> Why should this worker-of-a-different-kind barely live? In this era, the life-sacrifice of a cultural worker can only endorse the very structure of exploitation and de-humanization pushed into, forward, around and within the de-humanizing world of multinational capital. The capitalist accumulators have to starve musicians, writers and thinkers to survive, because if they did not, the entire fabric of culture would be different, less tolerant of US security and less afraid. To allow ourselves to be starved willingly, bolstered by the fantasy of the &lsquo;starving artist,&rsquo; is to collude with the plans of the agents of exploitation who right now stalk the globe with tanks and missiles. <br /><br />The anti-war demonstrators have broken a silence that has postured as US patriotism since September 11th. There are many silences to be broken. Silence breakers in the realm of the word, and in the structures of sound, are being starved, censored, and humiliated daily. Funding is steadily being cut off, intellectual projects are being gutted, major labels increasingly circulate more cheap-to-produce stock repetitions, recycled from backlogs of unpaid artist recordings, loading these de-skilling trances into the places most of us must traverse to eat, socialize and live. <br /><br /> The brutal mass murder taking place in the invasion of Iraq, strategic assassinations, reliance on unpaid domestic labour, the inability to provide the basic necessities of life (healthcare, adequate incomes and housing for all people) and the de-humanizing gestures of those who offer sexual desire, or approval, in return for free music, all these things are direct descendants of a multinational capitalist regime which does not hesitate to manipulate nationalism and national identity for its agenda. The very structures of this regime demand maximum labour while returning minimum, if any, subsistence to its subjects. In many cases it prefers to exterminate those whose labours it is not in a position to benefit from. Though I describe here diverse and unequal forms of violence, varying in intensity, these acts, events, instances are related. Mass death and destruction in Iraq is symptomatic of a regime that values neither life nor labour. <br /><br /> Now is the time to recognize the connection between dissatisfactions, revoltions, and violence, it is not the time to diminish or dismiss any of them. <br /><br />What will characterize the &rsquo;freedom&rsquo; or the &rsquo;not-war&rsquo; beckoned, if the violence and repression that drench those other practices, and form these very concepts, is ignored? <br /><br /> 6 November 2003 (and still relevant)</p>
<p>(-via Dora's <a href=""http://www.myspace.com/dorableu"" target=""_blank"">Myspace</a> page)</p>
<p><a href=""http://www.flickr.com/photos/stevenleah/2454920099/"" target=""_blank"">photo</a> via Flickr user <a href=""http://www.flickr.com/photos/stevenleah/"" target=""_blank"">steven'leah</a></p>",0,2008-11-26 02:08:29,1,122,,,,,Dora Bleu,"From Quagmire, Axa Hour of Dora Bleu",['dora bleu'],http://www.myspace.com/dorableu,,validation,large,128000,0,,2008-11-26 02:07:07,2008-11-26 00:00:00,432,0,Folk,[17],[17],,372,en,Attribution-NonCommercial-ShareAlike 3.0 International,76,,1,,[],Ingrate
